keywords,language,meta-description,name,companyhomepageurl,location,street,city,region,postalCode,country,size,revenue,industries,similarTo,score,summary,ceo,phoneNumbers,linkedInUri,facebookUri,crunchbaseUri,twitterUri,wikipediaUri,angellistUri,githubUri,sicClassificationCode,sicClassificationName,naicsClassificationCode,naicsClassificationName,foundingDate,totalInvestment,investmentsSeries,investmentsAmount,investmentsDate,investors,isPublic,ipoDate,stockExchange,stockSymbol,isNonProfit,numVisits,lastActivityDate
Contact,en-US,VitaNet enables IoT manufacturers and systems integrators to provide M2M gateway with BLE pairing  safe IoT devices  and mobile apps to their customers,"VitaNet, Inc.",vita.net,"San Mateo, California",1900 S Norfolk St suite 350,San Mateo,California,94403,United States of America,5,33000 USD,"Software Companies,Computer Hardware Companies,Internet Of Things Companies",,,Organization founded in 2016,Takeo Yamada,,linkedin.com/company/vitanet-inc-,facebook.com/VitaNetInc,crunchbase.com/organization/vitanet-inc,twitter.com/vitanet_info,,angel.co/vitanet,,"7371,7370,7300,5734,5730,5700,7372","Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Computer And Computer Software Stores,Radio, Television, Consumer Electronics, And Music Stores,Home Furniture, Furnishings, And Equipment Stores,Prepackaged Software","541511,541510,541500,541000,540000,334000,330000,511210,511200,511000,510000","Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Computer and Electronic Product Manufacturing;Manufacturing;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information",2016-01-01,180000000.0 JPY,"Pre Seed,Seed","130000000.0 JPY,50000000.0 JPY","2015-06-01,2022-03-22",,FALSE,,,,FALSE,0,
,en-US,,Voistir,voistir.com,"Los Angeles, California",6230 Wilshire Blvd #1143,Los Angeles,California,90048,United States of America,5,280000 USD,"Financial Services Companies,Digital Currencies Companies,Software Companies,Artificial Intelligence Companies,Virtual Reality Companies",,,Financial services company founded in 2022,,818613-6306,linkedin.com/company/voistir,facebook.com/Voistir-113005348044815,crunchbase.com/organization/voistir,,,,,"7371,7370,7300,7372,7371,6099,6000,6090","Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software,Computer Programming Services,Functions Related To Depository Banking, Not Elsewhere Classified,Depository Institutions,Functions Related To Depository Banking","541511,541510,541500,541000,540000,511210,541511,511200,511000,510000,520000","Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Software Publishers;Custom Computer Programming Services;Software Publishers;Publishing Industries (except Internet);Information;Finance and Insurance, Financial Services",2022-01-02,237500 USD,"Pre Seed,Seed","87500 USD,150000 USD","2021-01-01,2022-03-11",KiwiTech,FALSE,,,,FALSE,0,
"Contact, Demo",,The world’s leading climate platform to measure  respond  report and monitor your increasingly changing water risk.,Waterplan,waterplan.com,"San Francisco, California",,San Francisco,California,94115,United States of America,5,150000 USD,"Software Companies,Software As A Service Companies",,,Organization founded in 2020,José Ignacio S. Galindo,,linkedin.com/company/waterplan-ai,,crunchbase.com/organization/waterplan,,,,,"7372,7372,7370,7300","Prepackaged Software,Prepackaged Software,Computer Programming, Data Processing, And Other Computer Related,Business Services","511210,511210,511200,511000,510000",Software Publishers;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information,2020-01-01,9725000 USD,"Pre Seed,Seed,Seed","125000 USD,2600000 USD,7000000 USD","2021-08-31,2021-11-04,2022-04-08","Y Combinator,Newtopia VC,Paul Fleming,Tim Trefren,Jetstream,Nicholas Francis,David Helgason,Joe Montana,Climate Capital,Tom Blomfield,Giant Ventures,Richard Branson,My Climate Journey Collective,Transition Global,Giant Ventures",FALSE,,,,FALSE,0,
"Contact, Demo",en,WayLit is an immigration management software built for the year-round needs of employers and employees - case management  compliance  excellent employee support.,WayLit,waylit.com,"St. Louis, Missouri",,St. Louis,Missouri,63108,United States of America,4,35000 USD,"Software Companies,Artificial Intelligence Companies,Enterprise Software Companies",,,Organization founded in 2018,,314-690-8763,linkedin.com/company/waylit,facebook.com/WayLit.Inc,crunchbase.com/organization/waylit,twitter.com/WayLit_Inc,,,,"7371,7370,7300,7372,7372","Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software,Prepackaged Software","541511,541510,541500,541000,540000,511210,511210,511200,511000,510000","Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Software Publishers;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information",2018-01-01,230000 USD,"Grant,Seed","50000 USD,180000 USD","2019-11-04,2022-04-26","Arch Grants,TinySeed",FALSE,,,,FALSE,0,
Contact,en,Embrace your potential.,Wellness Wins,wellnesswins.ca,"St. Louis, Missouri",,St. Louis,Missouri,63108,United States of America,5,94000 USD,"Software Companies,Enterprise Software Companies,CRM Software Companies",,,Organization founded in 2013,,800-280-3416,linkedin.com/company/wellness-wins,facebook.com/pages/category/Consulting-Agency/wellnesswinscorporation,crunchbase.com/organization/wellness-wins,,,,,"7371,7370,7300,7372,7372","Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software,Prepackaged Software","541511,541510,541500,541000,540000,511210,511210,511200,511000,510000","Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Software Publishers;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information",2013,50000 USD,Seed,50000 USD,2022-03-10,Capital Innovators,FALSE,,,,FALSE,0,
"Contact, Demo",en-US,WeSolv connects companies to the largest network of diverse MBAs through real projects to assess actual skills and find the best candidates.,WeSolv,wesolv.com,"Chicago, Illinois",,Chicago,Illinois,60607,United States of America,6,110000 USD,"Consumer Service Companies,Recruiting And Employment Agencies,Software Companies,Enterprise Software Companies",,,Organization founded in 2016,Stella Ashaolu,,linkedin.com/company/wesolv,facebook.com/wesolv,crunchbase.com/organization/wesolv,twitter.com/wesolv,,angel.co/wesolv-1,,"7372,7372,7370,7300,7389,7361,7380,7360","Prepackaged Software,Prepackaged Software,Computer Programming, Data Processing, And Other Computer Related,Business Services,Business Services, Not Elsewhere Classified,Employment Agencies,Miscellaneous Business Services,Personnel Supply Services","511210,511210,511200,511000,510000,561000,561311,561310,561300,560000",Software Publishers;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information;Administrative and Support Services;Employment Placement Agencies;Employment Placement Agencies and Executive Search Services;Employment Services;Administrative and Support and Waste Management and Remediation Services,2016-01-01,120000 USD,"Seed,Pre Seed,Seed",120000 USD,"2018-01-22,2021-11-01,2022-01-24","Techstars Seattle Accelerator,Techstars,Seed Round Capital,Synetro Group",FALSE,,,,FALSE,0,
"Contact, Demo",en-US,Workflow86 is no-code platform that allows anyone to build their own custom workflow automation tools. Get started for free.,Workflow86,workflow86.com,"San Francisco, California",2261 Market Street,San Francisco,California,94114,United States of America,5,82000 USD,"Software Companies,Software As A Service Companies",,,Organization founded in 2020,,,linkedin.com/company/workflow86,,crunchbase.com/organization/workflow86,twitter.com/workflow86,,,,"7372,7372,7370,7300","Prepackaged Software,Prepackaged Software,Computer Programming, Data Processing, And Other Computer Related,Business Services","511210,511210,511200,511000,510000",Software Publishers;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information,2020-09-01,,"Pre Seed,Pre Seed,Seed","50000 AUD,450000 AUD,500000 USD","2020-11-20,2021-06-20,2022-01-01","CyRise,Y Combinator",FALSE,,,,FALSE,0,
"Contact, Demo",en-US,Workplace Healing's revolutionary Human Recovery Plan™ software tool provides corporate staff with employee resources for those affected by life disruptions.,Workplace Healing,workplacehealing.com,"Overland Park, Kansas",,Overland Park,Kansas,66207,United States of America,5,35000 USD,"Software Companies,Enterprise Software Companies,CRM Software Companies",,,Organization founded in 2018,,,linkedin.com/company/workplacehealingllc,facebook.com/WorkplaceHealingLLC,crunchbase.com/organization/workplace-healing,twitter.com/wrkplacehealing,,,,"7371,7370,7300,7372,7372","Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software,Prepackaged Software","541511,541510,541500,541000,540000,511210,511200,511000,510000,511210","Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information;Software Publishers",2018-01-01,60000 USD,Seed,60000 USD,2022-03-07,,FALSE,,,,FALSE,0,
"Contact, Demo",en-US,,Xcellent Life,xcellentlife.com,"Nashville, Tennessee",,Nashville,Tennessee,37228,United States of America,2,67000 USD,"Software Companies,Artificial Intelligence Companies",,,Organization founded in 2015,Victor Brown,"+118009258514,800-925-8514",linkedin.com/company/xcellent-life,facebook.com/xcellentlife,crunchbase.com/organization/xcellent-life,twitter.com/XLCompany,,angel.co/xcellent-life-1,,"7371,7370,7300,7372","Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software","541511,541510,541500,541000,540000,511210,511200,511000,510000","Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information",2015-03-07,,Seed,,2022-01-26,Velocity Accelerator,FALSE,,,,FALSE,0,
"Contact, Demo",en-US,Create nonprofit annual  impact and donor digital reports. Design your own report with engaging features like videos and social media.,Yearly,yearly.report,"Bethesda, Maryland",,Bethesda,Maryland,20814,United States of America,2,56000 USD,"Software Companies,Enterprise Software Companies,CRM Software Companies",,,Organization founded in 2019,,202-210-7958,linkedin.com/company/40687332,facebook.com/YearlyAnnualReports,crunchbase.com/organization/yearly,twitter.com/yearlyreports,,,,"7371,7370,7300,7372,7372","Computer Programming Services,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software,Prepackaged Software","541511,541510,541500,541000,540000,511210,511200,511000,510000,511210","Custom Computer Programming Services;Computer Systems Design and Related Services;Computer Systems Design and Related Services;Professional, Scientific, and Technical Services;Professional, Scientific, and Technical Services;Software Publishers;Software Publishers;Publishing Industries (except Internet);Information;Software Publishers",2019-03-27,180000 USD,Seed,180000 USD,2022-03-25,,FALSE,,,,FALSE,0,
"Contact, Demo",en,The easiest way to deploy your code,Zeet,zeet.co,"San Francisco, California",,San Francisco,California,94115,United States of America,5,81000 USD,"Software Companies,Computer Hardware Companies,Cloud Computing Providers,Enterprise Software Companies,Software As A Service Companies",,,Organization founded in 2020,,,linkedin.com/company/zeet,facebook.com/ZeetCo,crunchbase.com/organization/zeet,twitter.com/zeet_co,,,github.com/zeet-demo,"7379,7370,7300,7372,7372,5734,5730,5700,7372","Computer Related Services, Not Elsewhere Classified,Computer Programming, Data Processing, And Other Computer Related,Business Services,Prepackaged Software,Prepackaged Software,Computer And Computer Software Stores,Radio, Television, Consumer Electronics, And Music Stores,Home Furniture, Furnishings, And Equipment Stores,Prepackaged Software","518210,518200,518000,510000,511210,511210,334000,330000,511210,511200,511000","Data Processing, Hosting, and Related Services;Data Processing, Hosting, and Related Services;Data Processing, Hosting, and Related Services;Information;Software Publishers;Software Publishers;Computer and Electronic Product Manufacturing;Manufacturing;Software Publishers;Software Publishers;Publishing Industries (except Internet)",2020-04-11,2000000 USD,Seed,2000000 USD,2022-01-03,"Founders,GGV Capital,Race Capital",FALSE,,,,FALSE,0,
